50 50
5 45 120397.72500
5 46 29943.05000
5 47 7348.20000
5 48 2975.52500
5 49 101528.40000
5 50 10916.85000
6 1 5984.17500
6 2 2752.46250
6 3 7030.80000
6 4 35112.96250
6 5 1580.61250
6 6 3514.71250
6 7 86890.12500
6 8 32030.21250
6 9 1877.28750
6 10 1320.40000
6 11 123980.93750
6 12 16554.50000
6 13 36375.12500
6 14 2400.61250
6 15 13983.56250
6 16 22905.45000
6 17 6048.32500
6 18 74683.70000
6 19 8668.41250
6 20 7583.06250
6 21 1463.47500
6 22 19559.66250
6 23 10393.23750
6 24 5240.20000
6 25 20115.97500
6 26 4258.83750
6 27 258749.40000
6 28 9282.48750
6 29 6079.22500
6 30 13061.81250
6 31 2988.56250
6 32 3674.82500
6 33 10386.31250
6 34 399465.00000
6 35 8055.93750
6 36 10463.02500
6 37 105128.26250
6 38 58008.26250
6 39 51403.31250
6 40 8089.30000
6 41 30699.26250
6 42 36260.61250
6 43 14832.81250
6 44 14743.75000
6 45 157010.06250
6 46 53921.31250
6 47 14610.37500
6 48 2287.68750
6 49 37057.50000
6 50 5941.27500
7 1 10355.05000
7 2 5457.07500
7 3 26409.60000
7 4 29982.22500
7 5 2152.17500
7 6 23701.60000
7 7 28499.25000
7 8 26544.37500
7 9 2480.77500
7 10 1995.20000
7 11 205925.12500
7 12 32069.40000
7 13 42477.35000
7 14 5044.32500
7 15 36054.37500
7 16 35602.50000
7 17 10492.05000
7 18 92515.80000
7 19 12441.27500
7 20 14113.12500
7 21 2030.15000
7 22 48702.45000
7 23 19877.32500
7 24 12851.60000
7 25 39682.50000
7 26 12148.85000
7 27 406770.00000
7 28 22113.52500
7 29 22449.15000
7 30 25455.37500
7 31 11116.87500
7 32 13346.90000
7 33 35106.25000
7 34 229188.00000
7 35 18070.00000
7 36 18181.05000
7 37 73603.55000
7 38 63568.42500
7 39 65177.25000
7 40 8618.20000
7 41 70728.07500
7 42 52917.87500
7 43 20714.37500
7 44 32575.00000
7 45 210766.05000
7 46 66703.00000
7 47 18481.50000
7 48 3928.57500
7 49 34221.00000
7 50 11999.10000
8 1 7650.40000
8 2 3845.40000
8 3 19622.40000
8 4 21024.32500
8 5 1577.90000
8 6 16197.02500
8 7 43134.00000
8 8 6370.65000
8 9 1869.45000
8 10 1402.40000
8 11 104130.25000
8 12 15322.80000
8 13 15319.70000
8 14 4089.80000
8 15 25399.50000
8 16 25154.40000
8 17 6305.40000
8 18 36644.40000
8 19 7754.45000
8 20 10500.75000
8 21 1326.20000
8 22 36072.90000
8 23 9670.05000
8 24 10822.40000
8 25 24603.15000
8 26 8180.67500
8 27 325852.80000
8 28 11424.60000
8 29 14122.60000
8 30 22151.25000
8 31 8229.37500
8 32 7880.95000
8 33 25927.25000
8 34 203364.00000
8 35 12049.37500
8 36 11400.90000
8 37 59561.97500
8 38 27330.55000
8 39 52117.12500
8 40 6428.80000
8 41 39587.55000
8 42 32225.45000
8 43 15620.00000
8 44 23312.50000
8 45 169251.52500
8 46 53124.17500
8 47 14368.95000
8 48 3020.85000
8 49 24448.80000
8 50 7886.55000
9 1 8084.75000
9 2 4791.52500
9 3 50450.40000
9 4 105322.17500
9 5 838.55000
9 6 40108.25000
9 7 199791.00000
9 8 78353.55000
9 9 697.95000
9 10 1305.60000
9 11 324205.00000
9 12 59686.60000
9 13 98955.00000
9 14 11525.80000
9 15 39559.87500
9 16 24505.80000
9 17 12559.95000
9 18 198000.40000
9 19 12529.82500
9 20 12031.50000
9 21 1635.90000
9 22 57236.47500
9 23 34960.95000
9 24 25140.80000
9 25 43406.55000
9 26 24693.67500
9 27 225170.40000
9 28 38298.37500
9 29 31534.85000
9 30 45465.75000
9 31 17556.00000
9 32 21863.80000
9 33 51477.75000
9 34 1052973.60000
9 35 20125.62500
9 36 18098.70000
9 37 291477.40000
9 38 156514.42500
9 39 27688.87500
9 40 26371.20000
9 41 100523.80000
9 42 54677.15000
9 43 8793.12500
9 44 35262.50000
9 45 113618.70000
9 46 27725.72500
9 47 6676.65000
9 48 3140.90000
9 49 114155.40000
9 50 12864.90000
10 1 4246.77500
10 2 2504.51250
10 3 35490.00000
10 4 79267.38750
10 5 876.13750
10 6 27663.51250
10 7 153664.87500
10 8 57158.88750
10 9 1127.36250
10 10 464.40000
10 11 216434.31250
10 12 41572.70000
10 13 70203.07500
10 14 8342.26250
10 15 23393.06250
10 16 9679.65000
10 17 6963.62500
10 18 139301.50000
10 19 10040.93750
10 20 6905.43750
10 21 1593.62500
10 22 36022.46250
10 23 23989.16250
10 24 18677.00000
10 25 26098.87500
10 26 17191.21250
10 27 205569.00000
10 28 25597.16250
10 29 21286.32500
10 30 34940.81250
10 31 12413.36250
10 32 14695.27500
10 33 34720.93750
10 34 801673.80000
10 35 11582.18750
10 36 9950.62500
10 37 219479.91250
10 38 113056.63750
10 39 32544.56250
10 40 19848.10000
10 41 63100.53750
10 42 40086.33750
10 43 7559.06250
10 44 22118.75000
10 45 103562.21250
10 46 37172.26250
10 47 9565.42500
10 48 2117.41250
10 49 85625.70000
10 50 7029.07500
11 1 5219.50000
11 2 2396.85000
11 3 13876.80000
11 4 29681.40000
11 5 1061.75000
11 6 10383.42500
11 7 65767.50000
11 8 16770.60000
11 9 1324.95000
11 10 869.60000
11 11 12638.50000
11 12 8429.80000
11 13 15832.80000
11 14 3428.42500
11 15 16297.50000
11 16 15763.80000
11 17 2542.50000
11 18 27445.60000
11 19 3542.00000
11 20 7254.00000
11 21 693.50000
11 22 26166.97500
11 23 3801.90000
11 24 8930.00000
11 25 11050.05000
11 26 5611.05000
11 27 253234.80000
11 28 5582.47500
11 29 7458.95000
11 30 19069.87500
11 31 5826.97500
11 32 4330.90000
11 33 17347.62500
11 34 322800.00000
11 35 7198.75000
11 36 5307.00000
11 37 83331.70000
11 38 30982.00000
11 39 40378.87500
11 40 7822.80000
11 41 15801.40000
11 42 13627.40000
11 43 11041.25000
11 44 16250.00000
11 45 131938.87500
11 46 40919.72500
11 47 10672.65000
11 48 2205.00000
11 49 31329.60000
11 50 4190.25000
12 1 5776.12500
12 2 2628.48750
12 3 9147.60000
12 4 21275.01250
12 5 1250.46250
12 6 7483.61250
12 7 58805.62500
12 8 13571.66250
12 9 1525.83750
12 10 1050.80000
12 11 46089.31250
12 12 1231.70000
12 13 11526.42500
12 14 2289.78750
12 15 15828.56250
12 16 18421.65000
12 17 3918.27500
12 18 23562.50000
12 19 5082.13750
12 20 7875.56250
12 21 924.82500
12 22 23493.78750
12 23 2252.21250
12 24 6798.20000
12 25 13644.67500
12 26 2952.96250
12 27 264755.40000
12 28 2430.61250
12 29 6609.42500
12 30 15598.68750
12 31 4628.66250
12 32 2861.77500
12 33 15249.81250
12 34 261306.60000
12 35 7592.81250
12 36 7379.47500
12 37 65940.33750
12 38 20497.91250
12 39 44494.31250
12 40 5211.10000
12 41 16494.81250
12 42 20427.13750
12 43 12598.43750
12 44 16268.75000
12 45 144628.53750
12 46 45381.86250
12 47 12024.07500
12 48 2361.18750
12 49 21905.10000
12 50 4847.92500
13 1 6641.17500
13 2 3220.08750
13 3 14977.20000
13 4 20071.71250
13 5 1363.61250
13 6 12332.93750
13 7 48555.37500
13 8 8861.73750
13 9 1646.28750
13 10 1181.20000
13 11 66146.06250
13 12 9073.90000
13 13 5185.97500
13 14 3530.31250
13 15 21148.31250
13 16 21255.75000
13 17 4743.17500
13 18 23034.70000
13 19 6005.58750
13 20 9152.81250
13 21 1063.52500
13 22 30494.51250
13 23 5847.48750
13 24 9435.40000
13 25 18976.37500
13 26 5851.16250
13 27 294457.80000
13 28 7436.08750
13 29 10790.77500
13 30 19892.81250
13 31 6632.58750
13 32 5655.12500
13 33 21192.18750
13 34 229995.00000
13 35 9802.81250
13 36 8870.92500
13 37 56946.38750
13 38 15076.06250
13 39 47243.81250
13 40 5621.10000
13 41 27925.61250
13 42 24504.18750
13 43 13719.06250
13 44 19856.25000
13 45 153760.61250
13 46 48057.31250
13 47 12834.37500
13 48 2682.13750
13 49 20807.10000
13 50 6351.97500
14 1 7816.47500
14 2 3859.53750
14 3 9987.60000
14 4 28595.08750
14 5 1923.93750
14 6 10627.98750
14 7 75277.12500
14 8 34044.86250
14 9 2242.76250
14 10 1674.80000
14 11 165880.31250
14 12 20938.90000
14 13 43485.22500
14 14 1217.28750
14 15 21809.43750
14 16 29433.75000
14 17 8551.27500
14 18 89311.30000
14 19 10597.53750
14 20 10064.43750
14 21 1760.82500
14 22 29263.83750
14 23 14071.16250
14 24 4715.80000
14 25 29538.02500
14 26 5337.23750
14 27 314332.20000
14 28 13292.63750
14 29 12212.67500
14 30 12207.93750
14 31 5471.81250
14 32 6838.47500
14 33 18623.43750
14 34 336196.20000
14 35 12191.56250
14 36 14516.47500
14 37 87232.13750
14 38 61549.06250
14 39 59211.18750
14 40 5744.10000
14 41 49316.33750
14 42 44777.73750
14 43 17960.93750
14 44 20756.25000
14 45 185526.78750
14 46 62039.28750
14 47 17069.02500
14 48 2911.21250
14 49 29883.90000
14 50 8766.22500
15 1 4374.52500
15 2 1838.96250
15 3 21848.40000
15 4 64292.98750
15 5 1524.03750
15 6 15840.66250
15 7 138615.37500
15 8 51550.53750
15 9 1817.06250
15 10 1133.20000
15 11 198300.81250
15 12 32781.30000
15 13 62653.17500
15 14 5553.76250
15 15 7310.81250
15 16 18478.05000
15 17 6856.27500
15 18 126332.70000
15 19 10274.96250
15 20 5467.31250
15 21 1628.77500
15 22 14919.41250
15 23 19650.03750
15 24 11943.40000
15 25 20197.37500
15 26 11613.86250
15 27 211356.60000
15 28 19279.01250
15 29 11525.82500
15 30 23976.56250
15 31 6476.66250
15 32 9623.77500
15 33 16808.18750
15 34 681269.40000
15 35 5780.93750
15 36 10865.62500
15 37 185247.83750
15 38 97731.61250
15 39 47631.56250
15 40 15256.10000
15 41 49862.66250
15 42 41119.56250
15 43 12502.18750
15 44 9331.25000
15 45 134768.13750
15 46 52583.58750
15 47 14205.22500
15 48 1756.03750
15 49 69009.30000
15 50 4903.42500
16 1 3847.10000
16 2 2266.35000
16 3 35330.40000
16 4 80186.57500
16 5 955.57500
16 6 27251.25000
16 7 155294.25000
16 8 57907.57500
16 9 1211.92500
16 10 546.40000
16 11 220212.12500
16 12 41335.40000
16 13 71210.95000
16 14 8308.30000
16 15 21709.50000
16 16 8135.70000
16 17 7119.00000
16 18 141375.00000
16 19 10214.87500
16 20 6371.62500
16 21 1619.75000
16 22 33813.30000
16 23 23844.52500
16 24 18148.80000
16 25 24684.55000
16 26 17111.17500
16 27 210756.00000
16 28 25460.12500
16 29 20448.85000
16 30 34080.75000
16 31 11884.95000
16 32 14610.75000
16 33 32845.75000
16 34 810550.80000
16 35 10692.50000
16 36 10202.25000
16 37 222003.72500
16 38 114578.07500
16 39 34351.12500
16 40 19762.00000
16 41 62659.27500
16 42 40854.27500
16 43 7885.62500
16 44 20750.00000
16 45 109304.77500
16 46 39050.57500
16 47 10134.30000
16 48 1983.27500
16 49 86632.20000
16 50 6421.35000
17 1 5033.35000
17 2 2285.92500
17 3 20546.40000
17 4 47630.62500
17 5 1016.80000
17 6 15232.75000
17 7 97584.75000
17 8 31390.42500
17 9 1359.60000
17 10 738.40000
17 11 86408.87500
17 12 20566.00000
17 13 35513.85000
17 14 5162.30000
17 15 15513.37500
17 16 13451.40000
17 17 1531.15000
17 18 67935.40000
17 19 4313.65000
17 20 7005.37500
17 21 733.40000
17 22 25682.77500
17 23 11199.07500
17 24 11947.20000
17 25 10012.20000
17 26 9697.17500
17 27 242970.00000
17 28 12766.12500
17 29 11037.80000
17 30 23982.75000
17 31 7270.72500
17 32 7526.75000
17 33 22433.75000
17 34 496143.60000
17 35 6792.50000
17 36 3806.40000
17 37 132614.87500
17 38 60691.52500
17 39 38581.12500
17 40 12226.20000
17 41 25677.27500
17 42 14800.25000
17 43 9913.75000
17 44 16000.00000
17 45 122750.77500
17 46 40589.87500
17 47 10572.75000
17 48 2142.52500
17 49 50983.80000
17 50 3907.20000
18 1 6429.47500
18 2 3117.86250
18 3 15111.60000
18 4 25921.08750
18 5 1318.66250
18 6 12444.73750
18 7 53176.87500
18 8 10985.28750
18 9 1593.48750
18 10 1134.80000
18 11 58178.31250
18 12 9254.70000
18 13 11563.07500
18 14 3558.91250
18 15 20779.31250
18 16 20437.95000
18 17 4415.47500
18 18 11423.10000
18 19 5638.73750
18 20 8870.06250
18 21 1008.42500
18 22 30655.91250
18 23 6260.73750
18 24 9496.20000
18 25 17796.07500
18 26 5918.56250
18 27 289434.60000
18 28 7551.48750
18 29 10887.17500
18 30 19991.81250
18 31 6678.78750
18 32 5719.52500
18 33 21329.18750
18 34 258078.60000
18 35 9607.81250
18 36 8340.22500
18 37 73007.01250
18 38 24757.93750
18 39 46820.81250
18 40 7047.90000
18 41 26917.01250
18 42 22884.53750
18 43 13320.31250
18 44 19556.25000
18 45 150511.16250
18 46 46994.46250
18 47 12512.47500
18 48 2611.08750
18 49 27212.10000
18 50 6030.07500
19 1 6719.65000
19 2 3299.47500
19 3 25670.40000
19 4 53179.17500
19 5 949.37500
19 6 20193.87500
19 7 107361.00000
19 8 35882.55000
19 9 1205.32500
19 10 1066.40000
19 11 109075.75000
19 12 24295.00000
19 13 41561.10000
19 14 5938.07500
19 15 22678.12500
19 16 19232.40000
19 17 4164.05000
19 18 80376.40000
19 19 2061.95000
19 20 9277.12500
19 21 555.75000
19 22 35084.32500
19 23 13471.95000
19 24 14265.20000
19 25 19495.30000
19 26 11525.40000
19 27 287742.00000
19 28 15708.82500
19 29 16351.85000
19 30 27757.12500
19 31 9817.50000
19 32 9982.00000
19 33 29985.87500
19 34 549405.60000
19 35 10578.75000
19 36 7557.90000
19 37 147849.52500
19 38 69875.47500
19 39 37823.25000
19 40 13579.20000
19 41 44210.30000
19 42 13348.15000
19 43 12732.50000
19 44 21825.00000
19 45 145721.02500
19 46 38262.60000
19 47 9867.90000
19 48 2713.37500
19 49 57059.40000
19 50 6493.50000
20 1 3660.95000
20 2 2596.95000
20 3 37312.80000
20 4 95094.12500
20 5 1655.40000
20 6 28704.65000
20 7 187467.00000
20 8 72690.75000
20 9 1956.90000
20 10 1268.80000
20 11 294806.75000
20 12 52228.60000
20 13 91111.90000
20 14 8844.55000
20 15 21463.50000
20 16 20868.00000
20 17 10825.40000
20 18 182317.20000
20 19 14718.27500
20 20 3656.25000
20 21 2296.15000
20 22 31815.97500
20 23 30993.75000
20 24 19106.40000
20 25 34493.25000
20 26 19369.07500
20 27 170788.80000
20 28 32571.65000
20 29 22629.90000
20 30 35640.00000
20 31 11792.55000
20 32 17041.85000
20 33 32571.75000
20 34 987768.00000
20 35 11927.50000
20 36 17293.50000
20 37 269818.50000
20 38 142959.80000
20 39 48504.00000
20 40 22804.20000
20 41 82915.32500
20 42 60736.87500
20 43 13667.50000
20 44 17087.50000
20 45 113954.85000
20 46 53765.55000
20 47 15145.95000
20 48 1300.95000
20 49 102699.60000
20 50 8552.55000
21 1 7358.40000
21 2 3680.10000
21 3 29954.40000
21 4 61702.55000
21 5 814.52500
21 6 23757.50000
21 7 122469.75000
21 8 42824.92500
21 9 1061.77500
21 10 1206.40000
21 11 144106.37500
21 12 30058.00000
21 13 50906.85000
21 14 6878.30000
21 15 25368.75000
21 16 21699.90000
21 17 5152.80000
21 18 99603.40000
21 19 4237.75000
21 20 10130.25000
21 21 390.45000
21 22 38614.95000
21 23 16984.57500
21 24 16203.20000
21 25 23056.55000
21 26 13673.77500
21 27 273327.60000
21 28 19387.20000
21 29 18460.60000
21 30 30912.75000
21 31 10828.12500
21 32 12034.75000
21 33 32982.75000
21 34 631719.60000
21 35 12000.62500
21 36 9159.15000
21 37 171160.37500
21 38 83983.35000
21 39 35461.50000
21 40 15670.20000
21 41 51564.67500
21 42 18235.02500
21 43 11825.00000
21 44 24012.50000
21 45 138325.72500
21 46 35074.05000
21 47 8902.20000
21 48 2927.75000
21 49 66392.40000
21 50 7464.75000
22 1 5396.52500
22 2 2582.81250
22 3 23679.60000
22 4 69206.46250
22 5 1789.08750
22 6 17769.21250
22 7 147325.12500
22 8 57376.68750
22 9 2099.21250
22 10 1406.80000
22 11 241573.93750
22 12 37595.10000
22 13 70496.27500
22 14 5947.01250
22 15 12569.06250
22 16 23300.25000
22 17 8788.57500
22 18 144881.10000
22 19 12438.11250
22 20 6729.93750
22 21 1953.67500
22 22 11166.86250
22 23 22873.38750
22 24 11616.60000
22 25 27157.07500
22 26 12852.33750
22 27 239639.40000
22 28 22351.53750
22 29 14092.47500
22 30 23444.43750
22 31 6101.28750
22 32 11338.42500
22 33 15695.06250
22 34 728398.20000
22 35 8559.68750
22 36 13994.92500
22 37 198738.76250
22 38 109515.83750
22 39 53659.31250
22 40 16305.70000
22 41 61965.86250
22 42 50669.91250
22 43 14853.43750
22 44 9543.75000
22 45 149278.61250
22 46 58814.08750
22 47 16103.32500
22 48 2073.31250
22 49 74352.90000
22 50 6801.52500
23 1 5219.50000
23 2 2296.80000
23 3 9828.00000
23 4 23096.67500
23 5 1133.05000
23 6 7029.42500
23 7 56998.50000
23 8 12741.30000
23 9 1395.90000
23 10 928.80000
23 11 25277.00000
23 12 2463.40000
23 13 10371.95000
23 14 2434.57500
23 15 14621.62500
23 16 16271.40000
23 17 3062.30000
23 18 22846.20000
23 19 4123.90000
23 20 7312.50000
23 21 780.90000
23 22 22333.72500
23 23 0.00000
23 24 7106.00000
23 25 10541.30000
23 26 3268.90000
23 27 248102.40000
23 28 1601.17500
23 29 5916.55000
23 30 16099.87500
23 31 4440.97500
23 32 2398.90000
23 33 14693.25000
23 34 261790.80000
23 35 6353.75000
23 36 5984.10000
23 37 65986.22500
23 38 20525.57500
23 39 42775.87500
23 40 5658.00000
23 41 10086.00000
23 42 16196.50000
23 43 11550.00000
23 44 14550.00000
23 45 136084.72500
23 46 42605.62500
23 47 11183.25000
23 48 2174.37500
23 49 23899.80000
23 50 4001.55000
24 1 8345.72500
24 2 4205.36250
24 3 13734.00000
24 4 42165.63750
24 5 2087.46250
24 6 12654.36250
24 7 99391.87500
24 8 45125.43750
24 9 2416.83750
24 10 1875.60000
24 11 212999.93750
24 12 29549.50000
24 13 57448.87500
24 14 2672.31250
24 15 24038.81250
24 16 32126.85000
24 17 9992.02500
24 18 118038.70000
24 19 12767.01250
24 20 10878.56250
24 21 2079.07500
24 22 29102.43750
24 23 19319.43750
24 24 3553.00000
24 25 33424.87500
24 26 8547.16250
24 27 332568.60000
24 28 18629.88750
24 29 13959.92500
24 30 10314.56250
24 31 5425.61250
24 32 8891.22500
24 33 18486.43750
24 34 467575.80000
24 35 13369.68750
24 36 16447.12500
24 37 124584.56250
24 38 84066.33750
24 39 64357.68750
24 40 9081.50000
24 41 58183.61250
24 42 54356.01250
24 43 19329.06250
24 44 20656.25000
24 45 193650.41250
24 46 65905.86250
24 47 18240.07500
24 48 3115.78750
24 49 44780.10000
24 50 9570.97500
25 1 4182.90000
25 2 1779.15000
25 3 19303.20000
25 4 48700.22500
25 5 1015.25000
25 6 13919.10000
25 7 102384.00000
25 8 33595.65000
25 9 1275.45000
25 10 768.80000
25 11 97536.25000
25 12 19775.00000
25 13 38482.50000
25 14 4897.75000
25 15 11931.00000
25 16 12619.50000
25 17 2712.00000
25 18 74042.80000
25 19 5635.57500
25 20 5869.50000
25 21 931.95000
25 22 20982.00000
25 23 10703.17500
25 24 10898.40000
25 25 5270.65000
25 26 9073.72500
25 27 222222.00000
25 28 11698.67500
25 29 8953.15000
25 30 22275.00000
25 31 6843.37500
25 32 6931.05000
25 33 19385.50000
25 34 512606.40000
25 35 4891.25000
25 36 4154.10000
25 37 137295.40000
25 38 63513.10000
25 39 39250.87500
25 40 11939.20000
25 41 22567.42500
25 42 20636.57500
25 43 10071.87500
25 44 13087.50000
25 45 124879.72500
25 46 40553.22500
25 47 10561.65000
25 48 1857.10000
25 49 51935.40000
25 50 2614.05000
26 1 6387.50000
26 2 2994.97500
26 3 6568.80000
26 4 24701.07500
26 5 1583.32500
26 6 6260.80000
26 7 68433.75000
26 8 25346.47500
26 9 1880.17500
26 10 1323.20000
26 11 105504.00000
26 12 11074.00000
26 13 27377.55000
26 14 1741.02500
26 15 16866.37500
26 16 23236.80000
26 17 6068.10000
26 18 56173.00000
26 19 7817.70000
26 20 8497.12500
26 21 1335.70000
26 22 23524.05000
26 23 8017.05000
26 24 5631.60000
26 25 20594.20000
26 26 1634.45000
26 27 279224.40000
26 28 6794.17500
26 29 7422.80000
26 30 13699.12500
26 31 4123.35000
26 32 3300.50000
26 33 13751.37500
26 34 298912.80000
26 35 8961.87500
26 36 10495.05000
26 37 76540.35000
26 38 44425.97500
26 39 51465.00000
26 40 5543.20000
26 41 30846.35000
26 42 32504.70000
26 43 15090.62500
26 44 17100.00000
26 45 163256.85000
26 46 53307.42500
26 47 14424.45000
26 48 2517.37500
26 49 25656.60000
26 50 6560.10000
